sample	Pop	Count_LinesInFile	Count_HomDer_Calls	Count_Het_Calls	Count_HomAnc_Calls	Total_DerAlleles	Count_HomDerSyn_Calls	Count_HomDerNonSyn_Calls	Count_HomDerLOF_Calls	Count_HetSyn_Calls	Count_HetNonSyn_Calls	Count_HetLOF_Calls	Total_DerAlleles_SYN	Total_DerAlleles_NONSYN	Total_DerAlleles_LOF	Ct_Lines_HomDerNoGERPScore	Ct_Lines_HetNoGERPScore	GERPScore_AllDerAlleles	GERPScore_HomDerSites	av_GERP_Total_DerAlleles	av_GERP_Total_HomDer_Sites	Ct_NONSYNDeralleles_GERPmt4	Ct_SYNDeralleles_GERPlt2	Count_SYN_homder_calls_GERPlt2	Count_NON_homder_calls_GERPmt4	Count_SYN_het_calls_GERPlt2	Count_NON_het_calls_GERPmt4	count_LOF_site_called	count_syn_site_called	count_nonsyn_site_called	count_LOF_site_called	count_synlt2_site_called	count_nonsynmt4_site_called
CO7_91	CO	693279	9347	8319	675613	27013	5672	3660	15	4483	3796	40	15827	11116	70	0	1.0	-27679.395	-11526.118	-1.02478322843	-1.23326749412	2971	12142	4384	912	3374	1147	8612	262729	421938	8612	185273	219007
CO7_93	CO	693279	9351	8464	675464	27166	5672	3656	23	4610	3828	26	15954	11140	72	0	0.0	-27327.865	-11432.423	-1.00603243263	-1.22271903743	2964	12150	4369	906	3412	1152	8612	262729	421938	8612	185273	219007
CO7_95	CO	693279	9380	8491	675408	27251	5697	3663	20	4650	3806	35	16044	11132	75	0	1.0	-27932.477	-11703.698	-1.02512026571	-1.2478620322	2975	12285	4420	904	3445	1167	8612	262729	421938	8612	185273	219007
CO7_96	CO	693279	9240	8618	675421	27098	5551	3667	22	4697	3896	25	15799	11230	69	0	0.0	-26859.102	-11101.035	-0.991257085917	-1.20154075116	3050	12127	4296	928	3535	1194	8612	262729	421938	8612	185273	219007
CO7_97	CO	693279	9254	8471	675554	26979	5576	3659	19	4614	3818	39	15766	11136	77	0	0.0	-26993.372	-11295.53	-1.00060688735	-1.2207424619	3003	12048	4320	905	3408	1193	8612	262729	421938	8612	185273	219007
CO8_10	CO	693279	9377	8403	675499	27157	5667	3685	25	4592	3786	25	15926	11156	75	0	1.0	-27325.953	-11375.156	-1.00633251086	-1.21322056314	2988	12159	4367	904	3425	1180	8612	262729	421938	8612	185273	219007
CO8_15	CO	693279	9341	8355	675583	27037	5631	3693	17	4606	3730	19	15868	11116	53	0	0.0	-26383.539	-10744.783	-0.9759030516	-1.15040503212	3013	12119	4326	941	3467	1131	8612	262729	421938	8612	185273	219007
CO8_16	CO	693279	9433	8172	675674	27038	5656	3757	20	4454	3694	24	15766	11208	64	0	1.0	-26626.57	-11060.982	-0.984892546699	-1.17270801527	3055	12044	4367	965	3310	1125	8612	262729	421938	8612	185273	219007
CO8_2	CO	693279	9358	8366	675555	27082	5633	3702	23	4587	3754	25	15853	11158	71	0	1.0	-26927.086	-11516.211	-0.994389970088	-1.23075889708	3006	12095	4356	923	3383	1160	8612	262729	421938	8612	185273	219007
CO8_5	CO	693279	9383	8293	675603	27059	5693	3670	20	4468	3791	34	15854	11131	74	0	1.0	-26796.872	-11498.764	-0.990422531047	-1.22561969729	2985	12088	4386	904	3316	1177	8612	262729	421938	8612	185273	219007
CO8_6	CO	693279	9359	8409	675511	27127	5648	3691	20	4607	3769	33	15903	11151	73	0	1.0	-26690.083	-11179.039	-0.984002470137	-1.19459702928	3035	12151	4368	949	3415	1137	8612	262729	421938	8612	185273	219007
HG01113	CLM	693279	9381	8225	675673	26987	5665	3696	20	4521	3676	28	15851	11068	68	0	0.0	-26964.138	-11071.042	-0.999226903835	-1.18028166311	2992	12054	4359	944	3336	1104	8612	262729	421938	8612	185273	219007
HG01119	CLM	693279	9365	8243	675671	26973	5674	3676	15	4517	3700	26	15865	11052	56	0	1.0	-27290.383	-11662.159	-1.01187923619	-1.24542492525	2936	12058	4374	919	3310	1098	8612	262729	421938	8612	185273	219007
HG01121	CLM	693279	9280	8722	675277	27282	5566	3694	20	4808	3882	32	15940	11270	72	0	1.0	-27012.537	-11372.312	-0.990231936655	-1.22559672378	3036	12156	4299	884	3558	1268	8612	262729	421938	8612	185273	219007
HG01124	CLM	693279	8961	9126	675192	27048	5424	3518	19	5041	4052	33	15889	11088	71	0	1.0	-27225.141	-11322.12	-1.00666078758	-1.26362946429	2993	12118	4203	864	3712	1265	8612	262729	421938	8612	185273	219007
HG01131	CLM	693279	9266	8447	675566	26979	5564	3675	27	4637	3786	24	15765	11136	78	0	0.0	-26844.331	-10845.945	-0.995082144049	-1.17063626552	2935	11973	4257	892	3459	1151	8612	262729	421938	8612	185273	219007
HG01133	CLM	693279	9263	8555	675461	27081	5588	3655	20	4616	3909	30	15792	11219	70	0	0.0	-26534.633	-11151.956	-0.979897078917	-1.20405484777	3020	12067	4316	898	3435	1224	8612	262729	421938	8612	185273	219007
HG01134	CLM	693279	9130	8718	675431	26978	5549	3564	17	4763	3922	33	15861	11050	67	0	0.0	-27501.492	-11443.163	-1.01947998221	-1.25349578267	2927	12109	4279	878	3551	1171	8612	262729	421938	8612	185273	219007
HG01139	CLM	693279	9102	9107	675070	27311	5510	3575	17	4961	4118	28	15981	11268	62	0	1.0	-26900.924	-11280.59	-0.985093159514	-1.23948906714	3005	12195	4263	868	3669	1269	8612	262729	421938	8612	185273	219007
HG01142	CLM	693279	9001	9104	675174	27106	5450	3530	21	4971	4101	32	15871	11161	74	0	1.0	-26835.495	-11180.785	-0.990130059403	-1.24230944444	3018	12071	4215	866	3641	1286	8612	262729	421938	8612	185273	219007
HG01148	CLM	693279	9521	7972	675786	27014	5712	3793	16	4341	3601	30	15765	11187	62	0	1.0	-26485.382	-11158.039	-0.980540594573	-1.17206292017	3075	12069	4404	967	3261	1141	8612	262729	421938	8612	185273	219007
HG01149	CLM	693279	9225	8647	675407	27097	5581	3625	19	4755	3855	37	15917	11105	75	0	1.0	-27151.032	-11067.048	-1.00210496789	-1.19981006071	2969	12154	4322	904	3510	1161	8612	262729	421938	8612	185273	219007
HG01250	CLM	693279	9236	8532	675511	27004	5566	3645	25	4697	3806	29	15829	11096	79	0	1.0	-27561.631	-11605.867	-1.0207633421	-1.2567262588	2982	12112	4327	908	3458	1166	8612	262729	421938	8612	185273	219007
HG01254	CLM	693279	8971	9085	675223	27027	5459	3493	19	5016	4038	31	15934	11024	69	0	1.0	-28046.292	-11449.14	-1.03782904085	-1.2763812709	2932	12197	4202	851	3793	1230	8612	262729	421938	8612	185273	219007
HG01257	CLM	693279	9382	8587	675310	27351	5656	3710	16	4646	3903	38	15958	11323	70	0	2.0	-26421.206	-11196.596	-0.966146414598	-1.19353970792	3067	12152	4349	902	3454	1263	8612	262729	421938	8612	185273	219007
HG01259	CLM	693279	9362	8605	675312	27329	5673	3670	19	4621	3943	41	15967	11283	79	0	0.0	-27477.836	-11788.808	-1.00559326624	-1.25948803419	3087	12220	4391	932	3438	1223	8612	262729	421938	8612	185273	219007
HG01260	CLM	693279	9068	9086	675125	27222	5486	3563	19	4943	4112	31	15915	11238	69	0	0.0	-27121.195	-11220.696	-0.996370132256	-1.23753126723	3023	12156	4253	871	3650	1281	8612	262729	421938	8612	185273	219007
HG01269	CLM	693279	9251	8464	675564	26966	5592	3639	20	4614	3822	28	15798	11100	68	0	0.0	-27301.75	-11705.894	-1.01252596054	-1.26550205405	2980	12048	4335	886	3378	1208	8612	262729	421938	8612	185273	219007
HG01271	CLM	693279	9178	8555	675546	26911	5522	3635	21	4743	3786	26	15787	11056	68	0	2.0	-27830.828	-11220.6	-1.0343341138	-1.22268715266	2955	12085	4269	914	3547	1127	8612	262729	421938	8612	185273	219007
HG01272	CLM	693279	9023	9047	675209	27093	5468	3534	21	4922	4095	30	15858	11163	72	0	0.0	-27614.326	-11226.726	-1.01939259478	-1.244510143	2970	12069	4218	866	3633	1238	8612	262729	421938	8612	185273	219007
HG01275	CLM	693279	9637	7653	675989	26927	5831	3789	17	4127	3504	22	15789	11082	56	0	0.0	-27203.239	-11749.153	-1.0103338533	-1.21929773765	2995	12079	4501	960	3077	1075	8612	262729	421938	8612	185273	219007
HG01277	CLM	693279	9564	7899	675816	27027	5788	3752	24	4291	3589	19	15867	11093	67	0	1.0	-27986.788	-11686.249	-1.03562714624	-1.22202750183	2996	12116	4471	945	3174	1106	8612	262729	421938	8612	185273	219007
HG01281	CLM	693279	9392	8280	675607	27064	5655	3718	19	4531	3719	30	15841	11155	68	0	0.0	-27489.401	-11480.42	-1.01579340034	-1.22249174742	2955	12108	4362	907	3384	1141	8612	262729	421938	8612	185273	219007
HG01341	CLM	693279	9402	8342	675535	27146	5691	3690	21	4523	3783	36	15905	11163	78	0	1.0	-26070.643	-11040.873	-0.960492318461	-1.17443601744	3015	12100	4365	899	3370	1217	8612	262729	421938	8612	185273	219007
HG01342	CLM	693279	8669	9880	674730	27218	5258	3392	19	5380	4455	45	15896	11239	83	0	1.0	-26397.087	-10764.313	-0.969946242881	-1.2418450623	3019	12133	4062	822	4009	1375	8612	262729	421938	8612	185273	219007
HG01344	CLM	693279	9375	8204	675700	26954	5671	3684	20	4473	3710	21	15815	11078	61	0	0.0	-27727.96	-11615.722	-1.02879044227	-1.23914252187	2976	12054	4363	913	3328	1150	8612	262729	421938	8612	185273	219007
HG01345	CLM	693279	9333	8483	675463	27149	5639	3672	22	4619	3842	22	15897	11186	66	0	1.0	-27368.254	-11596.776	-1.00818735725	-1.24268924132	2985	12173	4367	905	3439	1175	8612	262729	421938	8612	185273	219007
HG01348	CLM	693279	9502	8019	675758	27023	5682	3799	21	4470	3525	24	15834	11123	66	0	0.0	-27455.164	-11277.192	-1.01614286243	-1.18707284211	3001	12105	4393	968	3319	1065	8612	262729	421938	8612	185273	219007
HG01350	CLM	693279	9469	8369	675441	27307	5712	3737	20	4523	3818	28	15947	11292	68	0	1.0	-26932.594	-11617.961	-0.986397377674	-1.22707657372	3017	12171	4412	905	3347	1207	8612	262729	421938	8612	185273	219007
HG01351	CLM	693279	9485	8345	675449	27315	5709	3758	18	4552	3763	30	15970	11279	66	0	1.0	-27319.393	-11466.823	-1.00027068688	-1.20907032898	3020	12182	4402	914	3378	1192	8612	262729	421938	8612	185273	219007
HG01354	CLM	693279	9498	8247	675534	27243	5684	3792	22	4576	3634	37	15944	11218	81	0	1.0	-26150.753	-11240.224	-0.960012958884	-1.18355522797	3040	12126	4390	936	3346	1168	8612	262729	421938	8612	185273	219007
HG00734	PUR	693279	9206	8742	675331	27154	5560	3628	18	4702	4002	38	15822	11258	74	0	1.0	-26110.404	-11094.391	-0.961673750506	-1.20525703422	3035	12020	4269	887	3482	1261	8612	262729	421938	8612	185273	219007
HG00742	PUR	693279	9269	8422	675588	26960	5547	3701	21	4674	3724	24	15768	11126	66	0	0.0	-26985.07	-11334.997	-1.00100415461	-1.22302514027	3001	12040	4299	905	3442	1191	8612	262729	421938	8612	185273	219007
HG01049	PUR	693279	8725	9819	674735	27269	5300	3406	19	5366	4406	47	15966	11218	85	0	0.0	-27676.317	-11102.235	-1.0150114424	-1.27260832187	3036	12172	4094	819	3984	1398	8612	262729	421938	8612	185273	219007
HG01063	PUR	693279	8624	9811	674844	27059	5279	3327	18	5369	4418	24	15927	11072	60	0	2.0	-27165.796	-11155.749	-1.00409521345	-1.293720167	2970	12121	4090	818	3941	1334	8612	262729	421938	8612	185273	219007
HG01075	PUR	693279	9263	8622	675394	27148	5541	3705	17	4689	3894	39	15771	11304	73	0	0.0	-25644.453	-10637.029	-0.944686252118	-1.14845918808	3057	11998	4275	926	3448	1205	8612	262729	421938	8612	185273	219007
HG01077	PUR	693279	8990	9105	675184	27085	5412	3563	15	4945	4122	38	15769	11248	68	0	1.0	-27801.237	-11647.149	-1.02655775054	-1.29571131383	2985	12085	4236	853	3613	1279	8612	262729	421938	8612	185273	219007
HG01080	PUR	693279	9052	9067	675160	27171	5472	3557	23	4853	4175	39	15797	11289	85	0	1.0	-26838.659	-11267.514	-0.987877613369	-1.24489161419	3054	12040	4232	878	3576	1298	8612	262729	421938	8612	185273	219007
HG01082	PUR	693279	9013	9067	675199	27093	5418	3576	19	4963	4075	29	15799	11227	67	0	0.0	-26331.076	-11145.748	-0.971949208224	-1.23676742122	3041	12019	4187	873	3645	1295	8612	262729	421938	8612	185273	219007
HG01085	PUR	693279	9012	9055	675212	27079	5440	3549	23	4980	4053	22	15860	11151	68	0	1.0	-26928.276	-10810.405	-0.994544098094	-1.19968982355	2991	12078	4184	880	3710	1231	8612	262729	421938	8612	185273	219007
HG01089	PUR	693279	9019	9107	675153	27145	5460	3541	18	4941	4139	27	15861	11221	63	0	1.0	-27323.286	-11166.774	-1.00667916882	-1.23827611444	2965	12064	4184	841	3696	1283	8612	262729	421938	8612	185273	219007
HG01098	PUR	693279	9151	8593	675535	26895	5518	3616	17	4699	3863	31	15735	11095	65	0	1.0	-27519.212	-11165.959	-1.02332336754	-1.22032338798	2978	12017	4273	911	3471	1156	8612	262729	421938	8612	185273	219007
HG01107	PUR	693279	8895	9552	674832	27342	5404	3474	17	5109	4407	36	15917	11355	70	0	1.0	-26462.794	-11293.631	-0.967950327371	-1.26980335057	3046	12089	4170	841	3749	1364	8612	262729	421938	8612	185273	219007
HG01108	PUR	693279	8279	10500	674500	27058	5035	3229	15	5845	4614	41	15915	11072	71	0	2.0	-27219.69	-10472.338	-1.00612441783	-1.26508069582	2953	12154	3901	769	4352	1415	8612	262729	421938	8612	185273	219007
HG01110	PUR	693279	9233	8726	675320	27192	5599	3615	19	4665	4023	38	15863	11253	76	0	0.0	-27224.413	-11674.89	-1.00126564914	-1.26461113518	3008	12088	4322	861	3444	1286	8612	262729	421938	8612	185273	219007
HG01167	PUR	693279	8985	9282	675012	27252	5431	3535	19	5069	4167	46	15931	11237	84	0	2.0	-27336.563	-11646.836	-1.0032502569	-1.29639759573	3043	12144	4215	849	3714	1345	8612	262729	421938	8612	185273	219007
HG01171	PUR	693279	8993	9043	675243	27029	5433	3542	18	4922	4086	35	15788	11170	71	0	1.0	-27003.592	-11299.688	-0.999170872493	-1.25663790036	2980	12061	4198	838	3665	1304	8612	262729	421938	8612	185273	219007
HG01176	PUR	693279	9239	8736	675304	27214	5547	3674	18	4724	3967	45	15818	11315	81	0	1.0	-26397.194	-11235.601	-0.970092756606	-1.21623738905	3083	12039	4277	913	3485	1257	8612	262729	421938	8612	185273	219007
HG01177	PUR	693279	9329	8677	675273	27335	5586	3722	21	4689	3946	42	15861	11390	84	0	0.0	-26418.816	-11252.353	-0.966553836022	-1.20629856346	3145	12091	4311	934	3469	1277	8612	262729	421938	8612	185273	219007
HG01183	PUR	693279	9096	8852	675331	27044	5513	3564	19	4768	4048	36	15794	11176	74	0	0.0	-27571.893	-11520.415	-1.01959518527	-1.26667564596	3047	12077	4260	875	3557	1297	8612	262729	421938	8612	185273	219007
HG01190	PUR	693279	9068	9050	675161	27186	5414	3633	21	5001	4021	28	15829	11287	70	0	0.0	-27012.481	-10885.807	-0.993690442908	-1.20059633837	3083	12133	4186	929	3761	1225	8612	262729	421938	8612	185273	219007
HG01198	PUR	693279	9350	8833	675096	27533	5689	3639	22	4783	4006	44	16161	11284	88	0	1.0	-27893.468	-12087.438	-1.01327622784	-1.29305070603	3010	12317	4395	862	3527	1286	8612	262729	421938	8612	185273	219007
HG01248	PUR	693279	9194	8980	675105	27368	5575	3599	20	4747	4197	36	15897	11395	76	0	0.0	-26297.774	-11495.185	-0.960965212307	-1.25042804308	3106	12164	4325	879	3514	1348	8612	262729	421938	8612	185273	219007
HG01286	PUR	693279	8933	9256	675090	27122	5369	3545	19	5116	4114	26	15854	11204	64	0	1.0	-27617.795	-10842.787	-1.01839282422	-1.21392599642	3009	12103	4144	887	3815	1235	8612	262729	421938	8612	185273	219007
HG01303	PUR	693279	9146	8693	675440	26985	5500	3630	16	4744	3911	38	15744	11171	70	0	1.0	-27146.048	-11219.318	-1.00607990512	-1.22682536905	2938	12008	4240	863	3528	1212	8612	262729	421938	8612	185273	219007
HG01308	PUR	693279	8860	9124	675295	26844	5340	3501	19	4963	4131	30	15643	11133	68	0	0.0	-27252.053	-11249.804	-1.01527654422	-1.26987289762	2989	11970	4149	848	3672	1293	8612	262729	421938	8612	185273	219007
HG01323	PUR	693279	9104	8941	675234	27149	5529	3553	22	4877	4034	30	15935	11140	74	0	0.0	-26878.477	-11140.577	-0.990108557115	-1.22383576843	3018	12129	4247	889	3635	1240	8612	262729	421938	8612	185273	219007
HG01326	PUR	693279	9053	9024	675202	27130	5490	3547	16	4933	4057	34	15913	11151	66	0	0.0	-27099.579	-11392.967	-0.999025989825	-1.25875229256	2959	12140	4275	876	3590	1207	8612	262729	421938	8612	185273	219007
HG01398	PUR	693279	9289	8544	675446	27122	5594	3677	18	4622	3888	34	15810	11242	70	0	1.0	-27202.578	-11365.328	-1.0030818983	-1.22365719208	2979	12066	4326	904	3414	1171	8612	262729	421938	8612	185273	219007
HG01413	PUR	693279	9233	8514	675532	26980	5538	3682	13	4735	3745	34	15811	11109	60	0	1.0	-27254.622	-11059.758	-1.01029106276	-1.19798071924	2925	12094	4296	904	3502	1117	8612	262729	421938	8612	185273	219007
HG01414	PUR	693279	9054	8853	675372	26961	5469	3569	16	4798	4021	34	15736	11159	66	0	1.0	-26392.474	-10680.164	-0.979021960086	-1.17973754557	2963	11992	4215	878	3562	1207	8612	262729	421938	8612	185273	219007
HG01565	PEL	693279	9665	7815	675799	27145	5798	3848	19	4281	3503	31	15877	11199	69	0	1.0	-26889.759	-11258.988	-0.990706617051	-1.16504428808	3008	12063	4445	992	3173	1024	8612	262729	421938	8612	185273	219007
HG01572	PEL	693279	10098	7017	676164	27213	6055	4014	29	3815	3186	16	15925	11214	74	0	1.0	-27121.094	-11814.968	-0.996732598309	-1.17014638011	3015	12120	4633	989	2854	1037	8612	262729	421938	8612	185273	219007
HG01892	PEL	693279	9555	8114	675610	27224	5747	3788	20	4399	3691	24	15893	11267	64	0	0.0	-26603.635	-11261.41	-0.977284365587	-1.17871153444	3049	12083	4401	940	3281	1169	8612	262729	421938	8612	185273	219007
HG01893	PEL	693279	9228	8695	675356	27151	5617	3593	18	4695	3964	36	15929	11150	72	0	1.0	-27361.203	-11550.305	-1.00785335936	-1.25179419096	3032	12136	4321	878	3494	1276	8612	262729	421938	8612	185273	219007
HG01920	PEL	693279	10301	6605	676373	27207	6163	4115	23	3550	3029	26	15876	11259	72	0	0.0	-26251.275	-11648.855	-0.964943025179	-1.13095679612	3119	12061	4718	1058	2625	1003	8612	262729	421938	8612	185273	219007
HG01923	PEL	693279	10134	6972	676173	27240	6084	4029	21	3762	3176	34	15930	11234	76	0	1.0	-27434.643	-12019.519	-1.0072564159	-1.18617576236	3063	12170	4670	1009	2830	1045	8612	262729	421938	8612	185273	219007
HG01933	PEL	693279	9360	8497	675422	27217	5628	3712	20	4623	3837	37	15879	11261	77	0	0.0	-26687.64	-11412.212	-0.980622450854	-1.21938369484	3024	12092	4343	905	3406	1214	8612	262729	421938	8612	185273	219007
HG01938	PEL	693279	10220	6713	676346	27153	6133	4059	28	3647	3053	13	15913	11171	69	0	1.0	-27001.595	-11682.645	-0.99453388582	-1.14322781094	3012	12161	4716	1044	2729	924	8612	262729	421938	8612	185273	219007
HG01939	PEL	693279	9768	7572	675939	27108	5857	3890	21	4093	3452	27	15807	11232	69	0	0.0	-27019.969	-11655.437	-0.996899682704	-1.19347091952	3075	12057	4513	989	3031	1097	8612	262729	421938	8612	185273	219007
HG01941	PEL	693279	9721	7650	675908	27092	5832	3869	20	4170	3450	30	15834	11188	70	0	0.0	-26859.742	-11692.626	-0.991573464265	-1.20306883424	3015	12072	4497	942	3078	1131	8612	262729	421938	8612	185273	219007
HG01950	PEL	693279	9778	7606	675895	27162	5849	3903	26	4179	3401	26	15877	11207	78	0	1.0	-26748.959	-11394.801	-0.984974739478	-1.16558930033	3057	12105	4499	989	3107	1079	8612	262729	421938	8612	185273	219007
HG01951	PEL	693279	10181	6744	676354	27106	6117	4037	27	3628	3092	24	15862	11166	78	0	1.0	-26843.343	-11935.255	-0.990419621444	-1.1724219057	2996	12068	4701	996	2666	1004	8612	262729	421938	8612	185273	219007
HG01953	PEL	693279	10007	7276	675996	27290	5988	3992	27	3963	3289	24	15939	11273	78	0	1.0	-26718.347	-11823.455	-0.979160296112	-1.18163651809	3023	12154	4618	974	2918	1075	8612	262729	421938	8612	185273	219007
HG01954	PEL	693279	9940	7205	676134	27085	5941	3972	27	4006	3181	18	15888	11125	72	0	2.0	-26635.17	-11177.297	-0.983537166279	-1.12458969715	3003	12113	4551	1012	3011	979	8612	262729	421938	8612	185273	219007
HG01967	PEL	693279	9555	8139	675585	27249	5746	3787	22	4458	3654	27	15950	11228	71	0	0.0	-27167.7	-11610.768	-0.997162782162	-1.21540542238	3024	12161	4441	958	3279	1108	8612	262729	421938	8612	185273	219007
HG01968	PEL	693279	10139	6863	676277	27141	6013	4103	23	3839	2999	25	15865	11205	71	0	1.0	-26878.316	-11467.813	-0.990430982386	-1.13117113829	3022	12075	4617	1033	2841	956	8612	262729	421938	8612	185273	219007
HG01973	PEL	693279	10005	7112	676162	27122	6000	3983	22	3849	3236	27	15849	11202	71	0	1.0	-26969.608	-11663.164	-0.994491242302	-1.16585005998	2994	12088	4624	1002	2840	990	8612	262729	421938	8612	185273	219007
HG01974	PEL	693279	10027	7039	676213	27093	5990	4013	24	3835	3182	22	15815	11208	70	0	1.0	-26249.656	-11679.557	-0.968979549649	-1.16492689009	3013	12042	4610	985	2822	1043	8612	262729	421938	8612	185273	219007
HG01979	PEL	693279	9676	7802	675801	27154	5840	3817	19	4251	3518	33	15931	11152	71	0	1.0	-27181.718	-11528.3	-1.00113137638	-1.19155555556	3046	12174	4522	978	3130	1090	8612	262729	421938	8612	185273	219007
HG02090	PEL	693279	9340	8443	675496	27123	5617	3701	22	4603	3809	31	15837	11211	75	0	0.0	-27211.233	-11293.213	-1.00332705284	-1.20925291787	2989	12087	4327	914	3433	1161	8612	262729	421938	8612	185273	219007
HG02104	PEL	693279	10009	7154	676116	27172	6020	3971	18	3877	3242	35	15917	11184	71	0	0.0	-26657.301	-11633.972	-0.981129959514	-1.16246722622	3056	12127	4611	1010	2905	1036	8612	262729	421938	8612	185273	219007
HG02146	PEL	693279	10100	7046	676133	27246	6095	3980	25	3748	3274	24	15938	11234	74	0	1.0	-27450.984	-12277.803	-1.0076344015	-1.21574443014	3026	12152	4691	980	2770	1066	8612	262729	421938	8612	185273	219007
HG02259	PEL	693279	10129	6930	676220	27188	6063	4044	22	3737	3162	31	15863	11250	75	0	1.0	-27054.235	-11892.38	-0.995189810557	-1.17420813586	3111	12115	4672	1042	2771	1027	8612	262729	421938	8612	185273	219007
HG02260	PEL	693279	9825	7523	675931	27173	5923	3882	20	4056	3433	34	15902	11197	74	0	1.0	-26664.381	-11693.659	-0.981390541038	-1.19031545195	3039	12105	4555	975	2995	1089	8612	262729	421938	8612	185273	219007
HG02265	PEL	693279	10047	6990	676242	27084	6045	3977	25	3787	3176	27	15877	11130	77	0	0.0	-27180.457	-11753.341	-1.00370963811	-1.17006879044	3032	12111	4656	1033	2799	966	8612	262729	421938	8612	185273	219007
HG02272	PEL	693279	10346	6381	676552	27073	6193	4129	24	3466	2892	23	15852	11150	71	0	1.0	-27204.644	-11899.908	-1.00497391947	-1.15030526825	3014	12085	4748	1057	2589	900	8612	262729	421938	8612	185273	219007
HG02285	PEL	693279	9748	7476	676055	26972	5854	3869	25	4097	3358	21	15805	11096	71	0	1.0	-26706.102	-11161.189	-0.990251844711	-1.14508966862	3000	12038	4470	981	3098	1038	8612	262729	421938	8612	185273	219007
HG02291	PEL	693279	10233	6692	676354	27158	6121	4089	23	3588	3080	24	15830	11258	70	0	1.0	-26776.202	-11711.671	-0.986050524765	-1.1446120993	3043	12050	4690	1024	2670	995	8612	262729	421938	8612	185273	219007
HG02312	PEL	693279	9444	8106	675729	26994	5664	3757	23	4441	3634	31	15769	11148	77	0	0.0	-26841.917	-11249.132	-0.994513412375	-1.19139292523	2987	11987	4347	925	3293	1137	8612	262729	421938	8612	185273	219007
HG02348	PEL	693279	9751	7384	676144	26886	5874	3857	20	4038	3319	27	15786	11033	67	0	0.0	-26951.299	-11524.01	-1.00250331052	-1.18194974359	2973	12024	4513	990	2998	993	8612	262729	421938	8612	185273	219007
NA19649	MEX	693279	9423	8387	675469	27233	5661	3748	14	4517	3828	42	15839	11324	70	0	1.0	-26934.249	-11368.948	-0.989138780757	-1.20663850563	3066	12116	4389	941	3338	1184	8612	262729	421938	8612	185273	219007
NA19651	MEX	693279	9122	8846	675311	27090	5496	3605	21	4786	4028	32	15778	11238	74	0	0.0	-27040.102	-11231.644	-0.998231763142	-1.23140488981	3007	12018	4226	887	3566	1233	8612	262729	421938	8612	185273	219007
NA19654	MEX	693279	9453	8336	675490	27242	5725	3708	20	4544	3753	39	15994	11169	79	0	0.0	-27258.682	-11552.59	-1.00068582966	-1.22223762167	3017	12188	4405	919	3378	1179	8612	262729	421938	8612	185273	219007
NA19657	MEX	693279	9378	8470	675431	27226	5631	3728	19	4677	3767	26	15939	11223	64	0	0.0	-26306.163	-11244.489	-0.966285740523	-1.19915633998	3097	12135	4342	921	3451	1255	8612	262729	421938	8612	185273	219007
NA19658	MEX	693279	9375	8380	675524	27130	5665	3693	17	4520	3833	27	15850	11219	61	0	0.0	-26772.044	-11610.075	-0.986878649366	-1.23854011095	3118	12139	4409	956	3321	1206	8612	262729	421938	8612	185273	219007
NA19661	MEX	693279	9228	8620	675431	27076	5567	3641	20	4712	3873	35	15846	11155	75	0	1.0	-27296.163	-11491.909	-1.00824300964	-1.24546537336	3047	12121	4308	906	3505	1235	8612	262729	421938	8612	185273	219007
NA19663	MEX	693279	9345	8400	675534	27090	5656	3669	20	4503	3870	27	15815	11208	67	0	0.0	-26919.296	-11291.906	-0.993772002363	-1.20846596747	3013	12060	4354	933	3352	1147	8612	262729	421938	8612	185273	219007
NA19669	MEX	693279	9453	8296	675530	27202	5658	3778	17	4518	3744	34	15834	11300	68	0	2.0	-26467.232	-11386.644	-0.973131553791	-1.20468091409	3059	12039	4358	932	3323	1195	8612	262729	421938	8612	185273	219007
NA19670	MEX	693279	9412	8388	675479	27212	5645	3744	23	4534	3820	34	15824	11308	80	0	0.0	-26525.84	-11250.622	-0.97485630283	-1.1954757199	3015	12069	4344	915	3381	1185	8612	262729	421938	8612	185273	219007
NA19678	MEX	693279	9190	8737	675352	27117	5555	3616	19	4661	4041	35	15771	11273	73	0	0.0	-27342.819	-11740.337	-1.00847633976	-1.27779026992	3012	12092	4319	870	3454	1272	8612	262729	421938	8612	185273	219007
NA19679	MEX	693279	9689	7712	675878	27090	5846	3822	21	4175	3504	33	15867	11148	75	0	2.0	-27217.142	-11598.939	-1.00484168943	-1.19724803881	3016	12084	4486	922	3112	1172	8612	262729	421938	8612	185273	219007
NA19684	MEX	693279	9163	8805	675311	27131	5498	3645	20	4841	3928	36	15837	11218	76	0	1.0	-26217.104	-10599.263	-0.966422294308	-1.15687218948	3021	12033	4217	903	3599	1215	8612	262729	421938	8612	185273	219007
NA19716	MEX	693279	9304	8495	675480	27103	5580	3704	20	4655	3812	28	15815	11220	68	0	1.0	-26111.175	-10915.718	-0.96351199262	-1.17335461679	3071	12066	4311	934	3444	1203	8612	262729	421938	8612	185273	219007
NA19722	MEX	693279	9377	8440	675462	27194	5647	3712	18	4614	3789	37	15908	11213	73	0	1.0	-26486.87	-11097.876	-0.974104299217	-1.1836471843	3056	12125	4365	913	3395	1230	8612	262729	421938	8612	185273	219007
